ZIP,CITY,COUNTY,STATEID,STATE,LAT,LNG,TIMEZONE,MEDIAN_AGE,POPULATION,POPCHANGE#,POPCHANGE%,DENSITY_PER_KM,HOUSING_UNITS,HOMESCHANGE#,HOMESCHANGE%,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MEDINCCHANGE#,MEDINCCHANGE%,200K_MORE_%,MEAN_HOUSEHOLD_INCOME,PER_CAPITA_INCOME,IN_LABOR_FORCE_%,FERTILITY_RATE_%,VOTING_POPULATION,BELOW_POVERTY_LEVEL_%,EDU_HS_OR_ABOVE_%,EDU_BS_OR_AVOVE_%,M_PER_100_F,AGE_UNDER_18_%,AGE_65_OR_ABOVE_%,RACE_WHITE_%,RACE_BLACK_%,RACE_ASIAN_%,CLUSTER,CLUS_NAME
43107,Bremen,Fairfield,OH,Ohio,39.69084,-82.40959000000002,America/New_York,41.7,3670,-97,-0.025749933634191664,40.6,1039,85,0.08909853249475891,121900,63804,10495,0.19687107242679472,4.7,71019,24602,64.4,8.1,2775,13.7,88.5,13.7,105.0,24.4,15.6,96.8,0.1,0.0,3,"Older, Employed, Lower Educated, Middle Income"
43110,Canal Winchester,Franklin,OH,Ohio,39.82634,-82.79945,America/New_York,33.0,38274,952,0.025507743422110284,260.2,8567,-89,-0.0102818853974122,162100,65810,-537,-0.00809380981807768,4.1,80170,30029,73.0,5.5,26107,5.6,93.2,29.3,89.6,27.4,10.1,67.7,27.7,2.0,2,"Middle Aged, Employed, Educated, Higher Income"
43112,Carroll,Fairfield,OH,Ohio,39.79671,-82.70358,America/New_York,47.0,4594,65,0.014351954073746962,51.1,1403,95,0.07262996941896024,236500,85625,4375,0.05384615384615385,5.6,93085,33743,58.1,1.7999999999999998,3745,0.7,91.9,29.3,99.4,18.5,24.4,98.0,0.2,0.0,2,"Middle Aged, Employed, Educated, Higher Income"
43113,Circleville,Pickaway,OH,Ohio,39.5909,-82.96316999999998,America/New_York,41.2,24288,126,0.005214800099329526,55.7,6127,98,0.016254768618344666,144000,49319,-49,-0.0009925457786420352,1.9,63752,25001,57.4,5.5,18910,10.8,88.5,17.9,95.5,21.6,18.2,95.3,1.7,0.4,3,"Older, Employed, Lower Educated, Middle Income"
43119,Galloway,Franklin,OH,Ohio,39.93573,-83.20073000000002,America/New_York,34.6,27793,-307,-0.01092526690391459,336.4,7204,250,0.0359505320678746,144000,66419,3996,0.06401486631530046,2.4,77485,28948,74.8,6.4,19909,7.6,89.8,28.9,95.9,24.9,9.1,85.4,6.2,4.1,2,"Middle Aged, Employed, Educated, Higher Income"
43123,Grove City,Franklin,OH,Ohio,39.86855,-83.11988000000002,America/New_York,38.7,64336,2242,0.036106548136695976,378.8,17404,754,0.04528528528528528,155200,67280,4276,0.06786870674877786,3.3,80159,30584,69.1,5.7,47635,5.7,91.8,26.5,95.2,24.7,13.4,90.3,5.0,2.0,2,"Middle Aged, Employed, Educated, Higher Income"
43125,Groveport,Franklin,OH,Ohio,39.83664,-82.88446,America/New_York,37.4,13695,70,0.005137614678899082,149.6,3249,-90,-0.026954177897574125,145300,60031,1614,0.02762894362942294,1.3,67572,28683,68.5,3.7,10592,5.9,93.2,26.8,91.3,20.5,16.2,72.6,17.9,3.3,2,"Middle Aged, Employed, Educated, Higher Income"
43130,Lancaster,Fairfield,OH,Ohio,39.69883,-82.6105,America/New_York,40.2,60352,452,0.007545909849749581,142.1,14968,173,0.011693139574180469,138100,47960,1755,0.03798290228330267,2.0,61011,24425,57.7,6.0,47307,11.6,89.4,19.2,101.1,21.4,17.2,94.6,2.4,0.5,3,"Older, Employed, Lower Educated, Middle Income"
43135,Laurelville,Hocking,OH,Ohio,39.46644000000001,-82.69757,America/New_York,47.1,3768,-352,-0.0854368932038835,18.0,1225,-35,-0.027777777777777776,117000,41085,685,0.016955445544554457,0.7,53241,22552,53.7,2.2,2962,12.6,86.5,9.7,98.1,20.8,17.7,96.5,0.0,0.0,3,"Older, Employed, Lower Educated, Middle Income"
43138,Logan,Hocking,OH,Ohio,39.52202,-82.41099,America/New_York,41.4,18210,-140,-0.007629427792915531,40.4,5214,22,0.00423728813559322,118300,44544,5041,0.12761056122319825,1.1,54516,22455,60.0,2.1,13829,13.4,89.0,15.3,89.5,23.6,18.1,97.8,0.9,0.2,3,"Older, Employed, Lower Educated, Middle Income"
43140,London,Madison,OH,Ohio,39.88297,-83.42996,America/New_York,40.3,24459,69,0.002829028290282903,41.8,5112,229,0.04689739913987303,156100,63829,4199,0.07041757504611773,3.4,79459,25604,49.6,5.9,19895,8.6,85.8,14.8,146.8,18.0,13.0,85.8,9.9,1.3,3,"Older, Employed, Lower Educated, Middle Income"
43143,Mount Sterling,Madison,OH,Ohio,39.71672,-83.29395,America/New_York,44.7,5124,-138,-0.026225769669327253,16.5,1531,16,0.01056105610561056,128600,59350,5220,0.09643450951413264,2.0,74840,30694,63.1,3.5000000000000004,4109,7.2,90.7,13.6,95.9,19.6,16.9,98.5,0.4,0.0,3,"Older, Employed, Lower Educated, Middle Income"
43146,Orient,Pickaway,OH,Ohio,39.77433,-83.14164,America/New_York,39.6,12355,29,0.0023527502839526203,59.8,2691,-57,-0.02074235807860262,181300,78075,8689,0.1252269910356556,3.8,84007,22914,42.1,4.1000000000000005,10361,8.1,82.4,13.5,189.6,15.9,12.9,83.9,11.0,0.6,3,"Older, Employed, Lower Educated, Middle Income"
43147,Pickerington,Fairfield,OH,Ohio,39.89927,-82.74211,America/New_York,37.3,40095,519,0.013114008489993936,509.2,11329,-129,-0.01125850933845348,199100,92908,3901,0.04382801352702597,7.6,104339,36479,71.0,5.2,28357,2.4,96.3,42.6,97.5,27.9,11.1,78.0,15.0,3.1,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43148,Pleasantville,Fairfield,OH,Ohio,39.81669,-82.4995,America/New_York,37.6,2614,97,0.038537941994437816,34.5,557,-20,-0.03466204506065858,155500,49167,351,0.0071902654867256645,7.0,76424,25662,65.3,3.7,1931,15.3,86.4,19.9,94.8,26.1,12.2,95.7,0.7,0.0,4,"Younger, Employed, Lower Educated, Low Income"
43149,Rockbridge,Hocking,OH,Ohio,39.53834000000001,-82.57213,America/New_York,40.4,2816,81,0.029616087751371117,18.0,879,38,0.045184304399524367,139900,73214,7916,0.12122882783546204,2.4,76785,27435,67.2,14.8,2194,3.9,94.3,14.9,99.3,21.5,19.1,98.9,0.0,0.0,2,"Middle Aged, Employed, Educated, Higher Income"
43154,Stoutsville,Fairfield,OH,Ohio,39.60079,-82.82882,America/New_York,37.6,3283,208,0.06764227642276423,49.1,829,46,0.058748403575989774,137200,58534,6315,0.12093299373791147,2.7,63578,22485,58.9,3.7,2298,6.4,90.2,18.1,110.4,30.0,15.6,98.4,0.0,0.0,4,"Younger, Employed, Lower Educated, Low Income"
43155,Sugar Grove,Fairfield,OH,Ohio,39.62613,-82.52493,America/New_York,45.8,2645,101,0.03970125786163522,32.4,801,27,0.034883720930232565,146800,62344,-573,-0.009107236517952222,2.6,74401,28293,67.0,0.0,2084,3.0,95.3,18.8,105.4,21.2,15.3,97.0,0.0,0.0,2,"Middle Aged, Employed, Educated, Higher Income"
43160,Washington Court House,Fayette,OH,Ohio,39.52652,-83.44266999999998,America/New_York,41.2,22265,94,0.004239772676018222,40.0,5434,71,0.013238858847659893,110300,42496,1900,0.04680264065425165,2.6,57713,24023,59.1,6.3,16776,13.7,87.3,15.9,93.1,24.0,17.1,94.4,1.9,1.1,3,"Older, Employed, Lower Educated, Middle Income"
43162,West Jefferson,Madison,OH,Ohio,39.94338,-83.30452,America/New_York,43.4,6963,18,0.002591792656587473,57.2,1880,-56,-0.028925619834710745,136400,58671,3452,0.06251471413824952,3.9,76930,28671,61.9,10.8,5316,4.0,85.1,13.2,88.3,23.5,16.1,97.1,0.2,0.0,3,"Older, Employed, Lower Educated, Middle Income"
43201,Columbus,Franklin,OH,Ohio,39.99132,-83.00039,America/New_York,22.7,31862,1667,0.05520781586355357,4444.2,1974,44,0.022797927461139896,225500,29915,3442,0.1300192649114192,3.0,50906,21053,68.4,2.1,28367,26.0,92.7,55.8,125.2,6.2,1.8,77.2,11.9,5.3,5,"Young, Employed, Lower Educated, Low Income"
43202,Columbus,Franklin,OH,Ohio,40.02143,-83.01415,America/New_York,27.8,21541,-189,-0.008697653014265994,3118.1,2948,-121,-0.03942652329749104,193800,49759,4545,0.10052196222408988,2.3,62437,29169,77.9,3.4000000000000004,16506,10.6,95.1,64.0,113.3,11.0,5.7,75.1,6.1,12.1,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43203,Columbus,Franklin,OH,Ohio,39.9731,-82.96898,America/New_York,32.0,8197,595,0.07826887661141804,2117.5,1047,98,0.10326659641728136,89400,28645,3826,0.15415609009226802,0.4,37970,17881,67.8,7.399999999999999,5785,36.2,84.7,28.0,93.1,26.7,10.7,23.8,66.1,1.0,5,"Young, Employed, Lower Educated, Low Income"
43204,Columbus,Franklin,OH,Ohio,39.96135,-83.0816,America/New_York,35.7,42214,1257,0.030690724418292355,1807.8,7787,358,0.04818952752725805,99500,42863,1192,0.02860502507739195,1.7,54171,22382,59.6,6.4,31020,23.3,81.3,21.1,93.6,22.6,11.6,77.6,12.1,3.1,4,"Younger, Employed, Lower Educated, Low Income"
43205,Columbus,Franklin,OH,Ohio,39.95766,-82.96221,America/New_York,32.7,12913,308,0.02443474811582705,1996.5,1861,43,0.023652365236523653,116900,32705,1717,0.055408545243319986,1.7,46456,20689,63.8,4.6,10031,33.3,86.2,24.2,106.3,20.9,10.1,31.1,56.7,1.1,4,"Younger, Employed, Lower Educated, Low Income"
43206,Columbus,Franklin,OH,Ohio,39.94224000000001,-82.97361,America/New_York,34.6,22144,250,0.01141865351237782,2813.5,4592,-42,-0.00906344410876133,117300,50660,2933,0.06145368449724475,5.7,76705,35663,75.3,6.3,17439,20.7,87.3,37.8,99.1,19.9,10.2,47.9,44.6,1.3,2,"Middle Aged, Employed, Educated, Higher Income"
43207,Columbus,Franklin,OH,Ohio,39.89585,-82.96291,America/New_York,37.0,47350,-242,-0.005084888216506976,748.4,10019,352,0.03641253749870694,85100,42302,978,0.023666634401316427,1.1,51402,20023,61.2,5.2,34924,19.9,79.0,11.3,100.5,23.9,13.0,66.4,24.8,2.1,4,"Younger, Employed, Lower Educated, Low Income"
43209,Columbus,Franklin,OH,Ohio,39.9539,-82.93011,America/New_York,36.4,28474,62,0.00218217654512178,1685.2,6681,126,0.019221967963386728,228000,56350,872,0.01571794224737734,9.6,97050,40784,67.2,5.0,21611,9.0,94.7,54.1,84.7,21.6,15.9,67.2,27.2,1.0,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43211,Columbus,Franklin,OH,Ohio,40.0117,-82.97242,America/New_York,30.6,23229,1300,0.059282229011810836,1768.4,3193,163,0.0537953795379538,53300,25045,294,0.01187830794715365,0.5,36717,14276,60.0,9.3,15457,37.8,75.1,7.9,95.6,31.4,9.1,23.9,61.2,0.1,4,"Younger, Employed, Lower Educated, Low Income"
43212,Columbus,Franklin,OH,Ohio,39.98706,-83.04165,America/New_York,30.8,20322,886,0.04558551142210331,1995.6,4113,179,0.04550076258261312,297900,69547,4921,0.0761458236623031,9.9,98744,52145,80.0,2.2,16764,2.3,97.9,74.7,100.8,13.4,9.1,90.5,2.6,4.9,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43213,Columbus,Franklin,OH,Ohio,39.96894,-82.86751,America/New_York,34.4,33337,868,0.02673319165973698,1303.0,4964,167,0.0348134250573275,98600,37391,1809,0.050840312517565066,1.2,48898,21939,66.7,5.2,22650,20.4,85.9,20.7,90.4,25.6,15.1,45.8,42.5,1.1,4,"Younger, Employed, Lower Educated, Low Income"
43214,Columbus,Franklin,OH,Ohio,40.05213,-83.01973000000002,America/New_York,40.7,26513,213,0.008098859315589353,1412.9,7792,126,0.01643621184450822,228300,67088,435,0.00652633789926935,6.8,85992,41309,71.8,6.2,21432,5.6,96.9,59.9,92.0,16.0,17.9,88.1,4.1,3.5,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43215,Columbus,Franklin,OH,Ohio,39.96636,-83.01286,America/New_York,30.9,14322,515,0.037299920330267265,966.0,1801,-57,-0.030678148546824543,252700,57752,2262,0.040764101639935116,8.2,84122,54210,77.7,1.3,13444,10.3,95.3,69.7,126.0,1.9,9.2,76.8,13.5,4.2,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43217,Columbus,Franklin,OH,Ohio,39.81677,-82.93188,America/New_York,25.7,2615,114,0.04558176729308277,243.5,46,23,1.0,28800,40794,2414,0.06289734236581553,0.0,43794,13409,72.3,7.7,1599,22.6,85.9,5.0,98.1,38.7,2.2,75.8,15.1,0.7,5,"Young, Employed, Lower Educated, Low Income"
43219,Columbus,Franklin,OH,Ohio,40.0065,-82.92121999999998,America/New_York,30.6,30308,1071,0.03663166535554264,622.3,5379,307,0.06052839116719243,88600,34030,-595,-0.017184115523465705,0.5,46616,18575,63.7,7.5,19541,29.2,86.9,23.2,88.3,29.8,12.0,15.9,73.8,3.0,5,"Young, Employed, Lower Educated, Low Income"
43220,Columbus,Franklin,OH,Ohio,40.04787,-83.07124,America/New_York,35.7,27216,221,0.00818670124097055,1418.7,6471,-60,-0.009186954524575104,296300,65995,3162,0.050323874397211664,11.0,102271,45373,67.6,6.1,19270,3.6,96.7,66.7,94.3,20.7,15.9,84.7,3.2,8.2,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43221,Columbus,Franklin,OH,Ohio,40.02259,-83.07757,America/New_York,38.0,32433,120,0.003713675610435429,1294.1,9666,-41,-0.004223756052333368,263400,91306,6502,0.07667091174944578,13.0,124102,51679,72.4,7.7,23645,3.4,98.2,69.5,94.8,23.4,12.5,88.8,3.0,5.1,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43222,Columbus,Franklin,OH,Ohio,39.96119,-83.03526,America/New_York,32.0,3614,-406,-0.1009950248756219,1270.6,362,-102,-0.21982758620689652,48000,23802,-1948,-0.0756504854368932,0.5,37170,13946,58.6,3.7,2422,35.3,64.6,12.7,111.3,30.0,10.3,75.1,13.4,0.2,4,"Younger, Employed, Lower Educated, Low Income"
43223,Columbus,Franklin,OH,Ohio,39.9283,-83.03511,America/New_York,35.4,25116,-43,-0.001709129933622163,1047.9,3739,-240,-0.06031666247800955,79600,32724,2029,0.06610197100504968,0.2,40802,14686,46.0,6.9,18071,31.1,73.5,5.9,104.7,24.9,10.8,66.5,22.5,2.3,0,"Middle Aged, Unemployed, Uneducated, Low Income"
43224,Columbus,Franklin,OH,Ohio,40.04281,-82.96623000000002,America/New_York,34.1,43899,2437,0.058776711205441125,1785.8,7732,98,0.012837306785433586,86600,35780,1183,0.034193716218169204,0.8,45479,18636,66.2,7.000000000000001,27916,24.2,81.6,16.6,94.3,25.3,10.1,46.8,40.4,7.3,4,"Younger, Employed, Lower Educated, Low Income"
43227,Columbus,Franklin,OH,Ohio,39.94485,-82.88937,America/New_York,35.4,24252,821,0.03503905083009688,2071.6,4454,29,0.006553672316384181,78700,35365,897,0.02602413833120576,0.3,45438,18867,65.8,4.6,16410,26.4,83.2,14.1,81.5,25.9,12.0,23.8,60.8,1.3,4,"Younger, Employed, Lower Educated, Low Income"
43228,Columbus,Franklin,OH,Ohio,39.96483,-83.126,America/New_York,31.6,54594,-405,-0.0073637702503681875,967.7,9705,25,0.0025826446280991736,115100,43643,1777,0.04244494339081833,1.3,56933,22765,69.3,6.800000000000002,35268,20.2,83.5,23.2,89.8,27.6,9.8,75.0,16.5,3.5,4,"Younger, Employed, Lower Educated, Low Income"
43229,Columbus,Franklin,OH,Ohio,40.08586,-82.97601,America/New_York,33.7,51701,737,0.014461188289773176,2030.4,8399,240,0.029415369530579726,122100,42181,1694,0.04184059080692568,0.7,50887,21301,71.8,7.9,32847,19.0,87.3,23.6,91.5,26.5,11.0,45.3,42.5,5.6,4,"Younger, Employed, Lower Educated, Low Income"
43230,Columbus,Franklin,OH,Ohio,40.03559,-82.86986999999998,America/New_York,36.6,56331,-303,-0.0053501430236253845,943.6,14735,372,0.02589988164032584,173700,73736,2914,0.041145406794498886,5.0,89466,37246,74.5,5.0,41212,3.9,96.1,47.5,93.5,23.4,13.1,74.5,17.1,4.2,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43231,Columbus,Franklin,OH,Ohio,40.07927,-82.93894,America/New_York,32.7,21166,697,0.03405149250085495,1769.9,4062,-130,-0.03101145038167939,133900,47495,280,0.005930318754633061,2.1,60538,23505,72.1,7.8,13499,15.0,90.9,31.2,91.6,27.8,10.9,48.0,41.8,3.9,4,"Younger, Employed, Lower Educated, Low Income"
43232,Columbus,Franklin,OH,Ohio,39.92218,-82.87017,America/New_York,34.3,44205,757,0.017423126496041243,1328.2,7259,67,0.009315906562847608,94600,38169,1859,0.0511980170751859,0.3,46613,19893,66.5,6.2,30473,18.3,88.8,14.6,83.2,27.4,10.1,35.2,58.3,1.0,4,"Younger, Employed, Lower Educated, Low Income"
43235,Columbus,Franklin,OH,Ohio,40.10264,-83.0524,America/New_York,36.2,42005,-309,-0.007302547620172992,1101.5,9836,256,0.026722338204592903,224800,73210,3206,0.04579738300668533,7.4,94777,40660,71.0,7.3,29708,5.0,95.2,56.6,90.7,20.9,15.2,80.7,6.3,7.6,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43240,Columbus,Delaware,OH,Ohio,40.14545,-82.98172,America/New_York,31.5,4305,251,0.061914158855451415,534.0,749,2,0.002677376171352075,200500,74663,10246,0.1590573916823199,2.9,86559,39294,78.7,1.9,2867,2.6,98.1,52.0,101.0,22.0,6.8,71.0,3.9,18.7,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
43302,Marion,Marion,OH,Ohio,40.59971,-83.12958,America/New_York,40.5,54091,459,0.00855832338902148,108.4,13176,279,0.021632937892533143,86900,41031,1301,0.03274603574125346,1.5,56333,21640,51.4,8.6,42508,13.6,85.8,13.4,119.5,20.4,16.2,88.8,6.4,0.6,0,"Middle Aged, Unemployed, Uneducated, Low Income"
43311,Bellefontaine,Logan,OH,Ohio,40.36589,-83.75613,America/New_York,37.5,18767,-341,-0.017845928406949967,73.1,4995,-90,-0.017699115044247787,121100,51637,661,0.012966886377903329,1.4,63401,25666,62.8,5.5,13949,11.3,91.1,17.4,88.8,25.0,14.6,93.0,3.6,0.5,4,"Younger, Employed, Lower Educated, Low Income"
43315,Cardington,Morrow,OH,Ohio,40.48322,-82.87768,America/New_York,41.0,6715,-284,-0.04057722531790256,33.6,2012,-73,-0.03501199040767386,135200,54786,3238,0.06281524016450686,0.1,62964,23992,67.1,5.7,5066,8.4,86.8,14.5,99.1,24.6,11.1,97.7,0.0,0.2,3,"Older, Employed, Lower Educated, Middle Income"
43318,De Graff,Logan,OH,Ohio,40.30922,-83.91275,America/New_York,30.6,4362,-44,-0.009986382206082615,21.9,1180,-12,-0.010067114093959731,132600,50217,2434,0.050938618337065485,0.1,57053,19521,65.9,10.4,3020,20.4,80.4,11.5,108.5,30.8,13.8,96.6,0.2,0.8,4,"Younger, Employed, Lower Educated, Low Income"
43324,Huntsville,Logan,OH,Ohio,40.44636,-83.81057,America/New_York,46.4,2934,73,0.02551555400209717,38.3,1073,68,0.06766169154228856,162400,59345,426,0.00723026527945145,3.4,74017,31922,66.1,0.8999999999999999,2325,5.1,92.8,17.4,100.8,19.4,19.0,98.4,0.3,1.0,3,"Older, Employed, Lower Educated, Middle Income"
43334,Marengo,Morrow,OH,Ohio,40.40048,-82.80418,America/New_York,45.4,6617,-304,-0.0439242883976304,38.9,1870,-37,-0.019402202412165705,150300,59894,-2275,-0.03659380076887195,4.8,88865,31348,64.1,3.2,5094,5.9,84.8,11.8,113.5,23.0,17.8,97.2,0.5,0.0,3,"Older, Employed, Lower Educated, Middle Income"
43338,Mount Gilead,Morrow,OH,Ohio,40.56049,-82.75946,America/New_York,42.8,10185,321,0.032542579075425786,42.1,3032,130,0.044796691936595454,145200,47193,-2839,-0.056743684042212986,2.0,62101,23820,61.5,7.5,7629,3.6,90.8,18.2,100.2,25.1,18.1,98.5,0.4,0.0,3,"Older, Employed, Lower Educated, Middle Income"
43342,Prospect,Marion,OH,Ohio,40.47559,-83.18355,America/New_York,41.2,3019,-109,-0.034846547314578015,29.2,1032,-3,-0.0028985507246376808,127200,58021,1063,0.018662874398679728,0.8,66658,26130,61.0,6.0,2179,2.5,95.9,18.5,90.0,27.7,20.4,96.9,0.1,0.0,3,"Older, Employed, Lower Educated, Middle Income"
43344,Richwood,Union,OH,Ohio,40.43311,-83.33968,America/New_York,37.8,5755,123,0.02183948863636364,22.7,1751,67,0.03978622327790974,133400,58105,870,0.015200489211147025,1.2,65561,24829,62.3,3.1,4327,6.5,87.6,11.9,97.8,24.6,16.4,97.8,0.0,0.0,4,"Younger, Employed, Lower Educated, Low Income"
43357,West Liberty,Logan,OH,Ohio,40.25335,-83.74664,America/New_York,47.7,4033,-178,-0.042270244597482784,26.9,1298,7,0.005422153369481022,156700,61632,503,0.008228500384432921,5.9,79171,31522,61.5,4.4,3078,3.2,94.1,21.5,94.1,23.4,20.8,95.1,0.9,1.9,3,"Older, Employed, Lower Educated, Middle Income"
43701,Zanesville,Muskingum,OH,Ohio,39.96007,-81.99398000000002,America/New_York,41.1,55411,-155,-0.002789475578591225,119.1,14461,227,0.015947730785443304,107700,40848,884,0.022119907917125408,1.6,53191,22856,59.5,6.7,42558,14.9,86.8,15.7,93.3,22.5,17.6,89.8,4.5,0.4,3,"Older, Employed, Lower Educated, Middle Income"
43713,Barnesville,Belmont,OH,Ohio,39.98803,-81.1741,America/New_York,40.7,7103,-275,-0.03727297370561128,31.5,2226,-45,-0.01981505944517833,102600,43056,2254,0.0552423900789177,5.9,64281,25565,57.6,2.4,5318,7.3,90.2,20.8,98.6,24.8,18.9,96.0,0.9,1.4,3,"Older, Employed, Lower Educated, Middle Income"
43718,Belmont,Belmont,OH,Ohio,40.00942,-81.00089,America/New_York,41.0,3310,-52,-0.015466983938132062,23.2,1051,-23,-0.021415270018621976,111400,59489,4722,0.08621980389650702,3.9,77850,30451,61.5,1.9,2577,3.6,95.5,19.1,102.8,22.1,14.6,97.7,0.0,0.1,3,"Older, Employed, Lower Educated, Middle Income"
43719,Bethesda,Belmont,OH,Ohio,39.99883,-81.07941,America/New_York,47.2,2566,88,0.03551251008878128,26.9,829,44,0.05605095541401274,93700,44792,3239,0.07794864390056074,1.4,58488,25020,58.0,14.000000000000002,2050,6.9,94.7,14.5,109.5,20.0,19.4,96.6,0.2,0.5,3,"Older, Employed, Lower Educated, Middle Income"
43723,Byesville,Guernsey,OH,Ohio,39.96057,-81.54009,America/New_York,34.9,5160,194,0.039065646395489324,108.6,1244,125,0.11170688114387846,81500,37106,2088,0.059626477811411276,0.1,47609,18792,58.5,7.6,3734,23.3,82.8,7.3,112.7,27.0,16.0,96.4,0.0,0.6,4,"Younger, Employed, Lower Educated, Low Income"
43724,Caldwell,Noble,OH,Ohio,39.73277,-81.51487,America/New_York,44.7,9315,74,0.008007791364570934,22.9,2317,155,0.07169287696577244,89700,44219,1563,0.03664197299324831,2.2,64276,24018,33.6,6.4,7746,9.4,85.0,9.7,162.8,16.3,21.3,88.4,8.4,0.2,0,"Middle Aged, Unemployed, Uneducated, Low Income"
43725,Cambridge,Guernsey,OH,Ohio,40.04495,-81.58945,America/New_York,42.4,20002,-129,-0.006408027420396404,58.9,5593,-225,-0.03867308353386043,107000,38367,109,0.0028490773171624237,1.9,52327,22495,54.9,5.6000000000000005,15432,21.0,85.8,15.0,92.2,22.6,19.2,94.1,2.1,0.4,3,"Older, Employed, Lower Educated, Middle Income"
43731,Crooksville,Perry,OH,Ohio,39.72717,-82.06484,America/New_York,43.5,5155,-360,-0.06527651858567543,41.4,1494,18,0.012195121951219513,74100,36771,521,0.014372413793103446,0.6,51182,21041,53.4,7.8,4088,14.6,89.4,9.4,92.6,20.7,17.2,96.5,0.0,0.0,3,"Older, Employed, Lower Educated, Middle Income"
43748,Junction City,Perry,OH,Ohio,39.70024,-82.30935,America/New_York,38.5,2669,-42,-0.015492438214680932,29.8,708,12,0.017241379310344827,98200,41989,8795,0.26495752244381515,0.0,52234,18618,52.1,10.2,1927,22.4,78.3,7.1,125.0,27.8,15.8,97.9,0.3,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
43749,Kimbolton,Guernsey,OH,Ohio,40.16529,-81.56947,America/New_York,45.1,2540,-66,-0.02532617037605526,9.2,855,-1,-0.0011682242990654205,101600,47410,2185,0.04831398562741846,0.0,58254,23293,64.5,6.5,2026,6.1,77.7,7.1,87.7,20.2,16.5,98.3,0.0,0.0,3,"Older, Employed, Lower Educated, Middle Income"
43756,Mcconnelsville,Morgan,OH,Ohio,39.69077,-81.79502,America/New_York,49.4,5073,-211,-0.03993186979560938,14.4,1534,45,0.030221625251846882,92700,36770,2089,0.060234710648481876,0.7,47566,21604,48.7,6.9,4102,17.9,89.6,13.6,93.7,18.5,22.9,96.5,2.0,0.2,0,"Middle Aged, Unemployed, Uneducated, Low Income"
43758,Malta,Morgan,OH,Ohio,39.62288,-81.94431,America/New_York,42.6,2887,-113,-0.03766666666666667,14.7,989,17,0.017489711934156382,89500,43068,68,0.001581395348837209,2.5,52837,22059,55.2,5.3,2327,15.4,85.6,13.4,96.0,19.2,17.3,92.0,6.7,0.1,3,"Older, Employed, Lower Educated, Middle Income"
43762,New Concord,Muskingum,OH,Ohio,40.02768,-81.74065,America/New_York,30.1,5915,-80,-0.013344453711426188,28.8,1294,-49,-0.036485480268056585,151700,55223,3273,0.06300288739172281,2.1,62517,19739,61.3,0.6,4489,7.5,92.5,21.7,86.0,22.2,14.5,95.0,1.5,1.3,5,"Young, Employed, Lower Educated, Low Income"
43764,New Lexington,Perry,OH,Ohio,39.71066,-82.19149,America/New_York,36.1,8789,244,0.028554710356933882,54.7,2006,-2,-0.00099601593625498,88400,37733,-1277,-0.03273519610356319,1.2,47555,17976,56.5,4.1000000000000005,6504,18.7,79.9,11.3,95.4,25.8,14.7,98.3,0.6,0.0,4,"Younger, Employed, Lower Educated, Low Income"
43773,Quaker City,Guernsey,OH,Ohio,39.98837,-81.2962,America/New_York,43.4,3531,122,0.03578762100322675,11.9,1126,67,0.06326723323890462,105200,49395,1736,0.03642543905663149,1.4,56465,21752,50.5,6.3,2691,6.2,81.4,11.5,114.1,23.6,21.0,98.6,0.0,0.5,3,"Older, Employed, Lower Educated, Middle Income"
43777,Roseville,Muskingum,OH,Ohio,39.81816,-82.08729,America/New_York,37.2,4854,224,0.04838012958963283,34.4,1376,34,0.025335320417287633,79500,39125,2273,0.061679149028546626,1.1,47961,18029,57.3,5.1,3489,17.9,84.1,6.4,101.2,28.1,13.1,95.8,0.1,0.0,4,"Younger, Employed, Lower Educated, Low Income"
43783,Somerset,Perry,OH,Ohio,39.80422,-82.28408,America/New_York,47.8,4767,75,0.0159846547314578,30.1,1529,48,0.032410533423362586,148500,59417,-783,-0.013006644518272423,1.3,63350,25571,54.3,3.4000000000000004,3808,12.4,88.4,12.4,99.0,19.7,16.6,99.6,0.0,0.4,3,"Older, Employed, Lower Educated, Middle Income"
43787,Stockport,Morgan,OH,Ohio,39.53138,-81.80619,America/New_York,46.7,2836,71,0.025678119349005425,15.4,973,64,0.0704070407040704,94100,41446,1224,0.03043110735418428,2.1,55942,23302,50.6,15.5,2200,19.2,79.5,10.7,108.2,22.3,19.5,96.4,0.5,0.2,3,"Older, Employed, Lower Educated, Middle Income"
